sense_type,source_id,target_id
hypernym,08067701,09291401
hypernym,08067901,09291401
synonym,08068201,09197906
synonym,08068201,04000901
synonym,08068201,04000601
synonym,08068201,04159602
synonym,08068201,05124504
hypernym,08068601,06641001
hypernym,08068701,06641001
hypernym,08068801,06641001
hypernym,08068901,06641001
hypernym,08069001,06641001
hypernym,08069101,06523501
varword,08069204,04010004
varword,08069201,04010001
varword,08069202,04010002
varword,08069203,04010003
varword,08069205,04010005
varword,08069206,04010006
varword,08069207,04010007
varword,08069208,04010008
varword,08069209,04010009
varword,08069210,04010010
varword,08069211,04010011
hypernym,08069301,06722201
synonym,08069502,07034503
synonym,08069502,06730103
hypernym,08069503,13642401
synonym,09000202,09255601
nearsynonym,09000202,pwn_01000892V
synonym,09000301,05098501
synonym,09000501,08021601
varword,09000501,09078801
synonym,09000502,08021602
varword,09000502,09078802
synonym,09000502,06677801
synonym,09000502,06714901
synonym,09000503,08021603
synonym,09000503,06677802
synonym,09000503,06567002
synonym,09000503,06515102
varword,09000503,09078803
varword,09000504,09078804
varword,09000505,09078805
hypernym,09000801,06722201
antonym,09001101,05146502
antonym,09001101,05235004
antonym,09001101,06678304
antonym,09001101,06684404
synonym,09001101,06761001
antonym,09001101,05159001
synonym,09001102,03017801
synonym,09001102,06554001
synonym,09001102,07071308
synonym,09001102,06576317
synonym,09001102,06540101
synonym,09001103,03017802
synonym,09001103,04017515
synonym,09001103,05007605
synonym,09001103,07071309
synonym,09001103,05148204
synonym,09001104,06528001
synonym,09001104,05172302
synonym,09001104,05121502
synonym,09001104,06745301
synonym,09001105,07047001
synonym,09001105,04032501
synonym,09001105,04033701
synonym,09001105,04031601
synonym,09001105,06731404
hypernym,09001401,06667102
hypernym,09001501,06667102
synonym,09002001,05011803
synonym,09002001,04040901
synonym,09002001,06791423
synonym,09002601,04048403
synonym,09002601,04007203
synonym,09002601,04005601
synonym,09002601,04153101
synonym,09002702,07009830
synonym,09002702,06785901
synonym,09002702,07081203
synonym,09002702,08009309
synonym,09002702,09263602
synonym,09002801,05225501
synonym,09002901,04029501
synonym,09002901,06770902
synonym,09002901,06744801
antonym,09002901,06648201
synonym,09002902,07014901
synonym,09003001,04036401
synonym,09003001,05063101
synonym,09003002,04037101
synonym,09003002,05097901
hypernym,09003102,06771901
synonym,09003202,04005201
synonym,09003301,06636906
synonym,09003301,06678504
synonym,09003301,04038501
synonym,09003401,04015602
synonym,09003401,04014702
synonym,09003401,04015702
synonym,09003402,04015706
synonym,09003402,04015604
synonym,09003402,04014704
synonym,09003501,04011506
hypernym,09003801,09291401
hypernym,09003901,07026301
synonym,09004101,06552201
hypernym,09004101,06521401
hypernym,09004101,06665201
hypernym,09004104,05230505
hypernym,09004104,04058701
varword,09003701,04082001
varword,09003701,06052702
varword,09003702,04082002
varword,09003702,06052702
synonym,09004501,06584402
synonym,09004502,06584403
synonym,09004503,05012501
synonym,09004503,03039408
synonym,09004503,07028403
synonym,09004503,06584406
synonym,09004503,06609302
synonym,09004504,04014802
synonym,09004504,03039501
synonym,09004504,03047901
synonym,09004505,06758802
synonym,09004602,09236002
synonym,09004602,05143402
hypernym,09004603,06612301
synonym,09004801,07088901
hypernym,09004801,06771803
hypernym,09004902,13340201
synonym,09005001,04014501
synonym,09005001,05140901
synonym,09005001,05163901
synonym,09005001,05196903
synonym,09005001,06614001
synonym,09005001,06668401
synonym,09005001,04000203
synonym,09005501,09167903
nearsynonym,09005501,pwn_01415065A
synonym,09005502,06648507
nearsynonym,09005503,pwn_00573753V
synonym,09005601,04158201
synonym,09005601,04158101
synonym,09005601,04158401
synonym,09005601,04158301
synonym,09005601,04157901
synonym,09005601,04158001
synonym,09005601,09078001
hypernym,09005601,06784601
hypernym,09005602,06784601
synonym,09005901,09007202
synonym,09005901,05056501
hypernym,09005902,04118201
synonym,09005903,09007201
synonym,09006002,09026103
synonym,09006002,05004402
synonym,09006102,06650902
varword,09006205,09022801
synonym,09006207,06699708
synonym,09006501,06018016
synonym,09006501,07054203
synonym,09006501,03051602
hypernym,09006601,pwn_01693069V
varword,09006701,04080301
synonym,09006702,04166002
varword,09006702,04080302
synonym,09006703,04080402
varword,09006703,04080303
varword,09006704,04080304
synonym,09007202,05056501
synonym,09007301,09311702
varword,09007301,07051901
synonym,09007302,09106502
varword,09007302,07051902
antonym,09007401,06748408
synonym,09007401,06010612
synonym,09007402,09059601
synonym,09007402,07085701
synonym,09007402,09139402
synonym,09007402,09240301
synonym,09007603,04002903
synonym,09007603,03023803
synonym,09007604,06747001
synonym,09007607,06747004
synonym,09007601,03023801
synonym,09007602,03023802
synonym,09007801,07046501
synonym,09007801,09280601
nearsynonym,09007801,pwn_00545347V
synonym,09007801,05098001
synonym,09007802,06524601
synonym,09007802,04021202
synonym,09007802,06599101
antonym,09008001,09015001
antonym,09008002,09015002
varword,09008003,06590301
varword,09008004,06590302
varword,09008005,06590303
varword,09008006,06590305
varword,09008007,06590304
varword,09008008,06590306
synonym,09008203,06754409
synonym,09008204,06754410
synonym,09008204,05144403
synonym,09008204,05230815
synonym,09008205,07114606
synonym,09008205,07081004
varword,09008301,07086201
varword,09008302,07086202
varword,09008303,07086203
varword,09008304,07086204
varword,09008305,07086205
varword,09008306,07086208
varword,09008307,07086209
varword,09008308,07086210
hypernym,09008309,pwn_01147336V
varword,09008309,07086211
varword,09008309,07059801
hyponym,09008310,pwn_00527864V
varword,09008310,07086212
varword,09008310,07053604
nearsynonym,09008311,pwn_01089750V
varword,09008311,07086213
hypernym,09008312,pwn_05107451N
varword,09008312,07086214
nearsynonym,09008313,pwn_00446050V
varword,09008313,07086215
synonym,09008803,04112301
synonym,09008901,09061101
synonym,09009002,06651601
synonym,09009002,06528101
synonym,09009003,06651606
synonym,09009003,06528102
synonym,09009301,04002001
synonym,09009301,05072403
synonym,09009301,06586503
synonym,09009302,05072401
synonym,09009302,05076501
antonym,09009302,pwn_01858184V
antonym,09009304,04013803
antonym,09009304,05046002
synonym,09009304,03028102
synonym,09009304,04001902
varword,09009304,06586502
synonym,09009303,05072402
synonym,09009303,05076502
antonym,09009303,pwn_01858184V
synonym,09009701,05236201
synonym,09009702,05236202
synonym,09009703,05236203
synonym,09009704,05236204
varword,09010102,07044603
antonym,09010301,09010401
antonym,09010301,08014301
hypernym,09010302,pwn_00510727V
varword,09010302,09035001
varword,09010302,09264201
varword,09010302,09264301
synonym,09010401,08014301
synonym,09010402,08014302
synonym,09010403,06725406
synonym,09010403,04081341
synonym,09010403,05237610
synonym,09010403,06571406
synonym,09010403,06708116
synonym,09010601,03035001
synonym,09010601,05192501
synonym,09010605,04046204
varword,09010701,04080401
synonym,09011001,05232602
synonym,09011101,03033901
varword,09011101,07124801
varword,09011104,07124803
varword,09011106,07125008
synonym,09011402,06048101
synonym,09011701,05231603
synonym,09012201,06573105
synonym,09012201,05227204
antonym,09012201,05227104
synonym,09012202,03011601
synonym,09012501,05230301
synonym,09012501,09048001
synonym,09012501,09211301
synonym,09012502,05230302
synonym,09012502,09211303
varword,09012602,07063302
synonym,09012603,07058401
synonym,09012603,09188603
hyponym,09012603,pwn_00870144V
synonym,09012604,07058402
synonym,09012604,09115601
synonym,09012606,07058404
synonym,09012606,09030303
synonym,09012606,03003401
synonym,09012607,09303803
synonym,09012607,05236901
synonym,09012607,09083003
synonym,09012607,09020301
synonym,09012608,05236902
synonym,09012608,09020302
synonym,09012608,09023402
synonym,09012608,09303802
synonym,09012609,06754401
hypernym,09012609,pwn_01278717V
synonym,09012610,06684805
antonym,09012610,pwn_01136484V
synonym,09012701,06744710
synonym,09012701,06763902
hypernym,09012702,04017403
hypernym,09012702,06560204
hypernym,09012702,06685715
hypernym,09012702,06721068
hypernym,09012702,05167701
hypernym,09012702,05064901
hypernym,09012702,06672001
hypernym,09012702,06722402
synonym,09012703,07063606
synonym,09012903,06510604
synonym,09012904,07037102
synonym,09012904,06510605
synonym,09012906,07043602
synonym,09012908,06510609
synonym,09012908,06732803
synonym,09012909,06035501
synonym,09012909,05070407
synonym,09012909,05070401
synonym,09013002,06532305
synonym,09013002,06707301
varword,09013101,06003301
synonym,09013401,06696701
synonym,09013402,06696702
synonym,09013403,06696704
synonym,09013404,06696705
hypernym,09013602,07061601
synonym,09013605,06016301
synonym,09013605,09138601
antonym,09014302,06658701
antonym,09014302,06590501
antonym,09014302,07042701
antonym,09014302,09035501
synonym,09014302,04163801
synonym,09014302,07063001
antonym,09014303,06658702
antonym,09014303,06590502
antonym,09014303,07042702
antonym,09014303,09035502
synonym,09014303,04163802
synonym,09014303,07063002
synonym,09014401,06532501
hyponym,09014601,14661501
synonym,09014602,04063801
synonym,09014604,05224001
synonym,09014604,06725411
synonym,09014604,06639604
synonym,09014604,06664317
synonym,09014604,06586102
synonym,09014604,09062601
hypernym,09014701,pwn_00857046V
synonym,09015002,07085002
synonym,09015002,09201602
nearsynonym,09015101,pwn_07440234N
synonym,09015201,07056201
synonym,09015202,07056202
synonym,09015203,06701403
nearsynonym,09015203,pwn_00060721A
nearsynonym,09015204,pwn_01343923V
synonym,09015206,09270701
synonym,09015208,06701411
synonym,09015208,07056205
synonym,09015208,06550501
synonym,09015208,07045403
synonym,09015208,07034802
hyponym,09015209,pwn_00373142N
synonym,09015210,07062002
hypernym,09015211,pwn_00067976V
nearsynonym,09015213,pwn_01230365V
hypernym,09015401,07061202
hypernym,09015401,pwn_02582973N
synonym,09015601,07093001
synonym,09015601,05218101
hypernym,09015601,pwn_10884278N
synonym,09015704,04045702
antonym,09016103,05013111
synonym,09016103,06744608
synonym,09016103,07056408
synonym,09016103,07056401
synonym,09016103,07084710
hypernym,09016103,pwn_06888584N
antonym,09016501,06593801
synonym,09016501,06509501
antonym,09016502,06593809
antonym,09016502,06764202
antonym,09016502,06508307
antonym,09016502,06629102
synonym,09016502,06509511
synonym,09016502,07079205
synonym,09016502,05232205
antonym,09016502,06788703
synonym,09016601,05047202
synonym,09016601,06583503
synonym,09016601,06528601
synonym,09016601,07034801
synonym,09016701,06757602
synonym,09016701,08013501
synonym,09016701,07030601
synonym,09016702,07030603
synonym,09016901,06041102
synonym,09016901,03029604
synonym,09016901,04117902
synonym,09016901,07092902
hypernym,09017101,pwn_06765647N
hypernym,09017102,pwn_02367379A
synonym,09017301,06684408
synonym,09017301,04126501
synonym,09017302,04126502
synonym,09017303,04126503
synonym,09017303,09301302
synonym,09017303,09151602
synonym,09017701,05223305
varword,09017701,07063601
hyponym,09017702,pwn_00972971V
varword,09017702,07063602
nearsynonym,09017703,pwn_00317263V
variant,09017703,07063605
synonym,09017704,09300801
synonym,09017704,05165902
synonym,09017704,06042701
synonym,09017704,0603580101
synonym,09017704,06755609
synonym,09017704,06792202
synonym,09017704,06721506
synonym,09017704,06687601
synonym,09017704,05098123
varword,09017704,07063609
synonym,09017704,06035801
nearsynonym,09017705,pwn_00869222A
varword,09017705,07063610
synonym,09017706,06545207
synonym,09017706,06763201
synonym,09017706,09307603
varword,09017706,07063611
synonym,09018001,05225801
synonym,09018003,06004501
synonym,09018003,05229701
synonym,09018003,06004801
synonym,09018004,05236101
synonym,09018004,09127401
varword,09018501,05227901
varword,09018502,05227902
nearsynonym,09018901,pwn_09535445N
varword,09018901,04071101
synonym,09018902,04076401
synonym,09018902,07029301
synonym,09018902,06779802
varword,09018902,04071102
synonym,09018903,05145008
synonym,09018903,04083109
varword,09018903,04071103
nearsynonym,09018904,pwn_07204910N
varword,09018904,04071104
varword,09018905,04071105
varword,09018906,04071106
synonym,09019101,03039508
varword,09019901,07100301
varword,09019902,07100302
synonym,09019902,06504102
synonym,09019902,05154602
synonym,09019903,05072901
synonym,09019903,05041501
synonym,09019903,04126401
synonym,09019903,07074403
varword,09019903,07100303
synonym,09020301,09303803
synonym,09020301,05236901
synonym,09020301,09083003
synonym,09020302,05236902
synonym,09020302,09083002
synonym,09020302,09023402
synonym,09020302,09303802
synonym,09020601,05027201
holonym,09020601,06664901
synonym,09020701,06541801
synonym,09020801,03034004
synonym,09020801,06566207
synonym,09020801,052291a4
synonym,09020801,04154004
synonym,09020802,04154005
synonym,09020902,05230108
synonym,09020902,03045602
synonym,09021306,03033904
synonym,09021501,09045501
synonym,09021501,07057302
synonym,09021501,09120401
varword,09021701,09041201
varword,09021702,09041203
synonym,09021801,09028201
synonym,09021801,09120901
synonym,09022001,04164404
synonym,09022001,07043504
synonym,09022001,06605501
synonym,09022103,07085202
synonym,09022501,07044803
synonym,09022501,04018703
synonym,09022502,06051501
synonym,09022502,07040803
synonym,09022502,09145204
synonym,09022502,06585201
synonym,09022502,06559301
nearsynonym,09022601,09046401
nearsynonym,09022602,14593801
nearsynonym,09022602,09046406
synonym,09022603,09203401
synonym,09022604,05227503
synonym,09022604,09203402
synonym,09022702,07101101
synonym,09022702,07046902
hypernym,09022702,07101601
hypernym,09022702,04081343
hypernym,09022702,09279501
synonym,09022806,06766502
synonym,09022806,07038601
synonym,09023401,06648502
synonym,09023401,07046601
synonym,09023401,06634001
synonym,09023401,06585401
synonym,09023402,09083002
synonym,09023402,05236902
synonym,09023402,09303802
synonym,09023503,05228802
synonym,09023503,07058602
synonym,09023505,06536906
synonym,09023701,09115603
synonym,09023704,07057612
synonym,09024101,09305401
synonym,09024102,09305402
synonym,09024302,06004701
synonym,09024302,06646201
synonym,09024801,07055601
synonym,09024802,09037601
synonym,09024802,09309901
synonym,09024802,05235202
synonym,09024802,04018902
synonym,09024802,06754303
synonym,09024802,06559214
synonym,09024802,06697106
synonym,09024802,06564505
synonym,09024802,09144702
synonym,09024802,09030906
synonym,09024802,09064506
synonym,09024802,09147907
synonym,09024802,09236507
synonym,09024803,04131202
synonym,09024803,04132302
synonym,09024803,03005902
synonym,09024902,03016601
synonym,09024902,09086603
synonym,09025102,07053010
nearsynonym,09025401,pwn_03422865N
synonym,09025402,09033401
synonym,09025402,04157301
synonym,09026103,05004402
antonym,09026104,05225101
antonym,09026104,03025703
synonym,09026104,05225001
synonym,09026301,04121303
synonym,09026301,07047201
synonym,09026301,03046701
synonym,09026701,06570501
synonym,09026701,09091801
synonym,09026702,06570503
synonym,09026802,03038501
synonym,09026803,03038504
synonym,09026803,06560103
varword,09027501,07027801
synonym,09027502,07025102
